itemcode,item,in blocks,metrics,price per unit,currency,fees,volume from,volume to
*,Cloud - Applications,,,,,,,
**,Cloud - Business Transformation Management,,,,,,,
8011022,"SAP Digital Manufacturing Cloud, test tenant",1,Tenant,"6,473.00",USD,Month,1,Infinite
8011023,"SAP Digital Manufacturing Cloud, test tenant add-on HANA Service storage",64,Gigabyte,"1,978.00",USD,Month,1,Infinite
8011047,"SAP Business Network, intelligent insights add-on","10,000",Document,537,USD,Month,1,10
8011047,"SAP Business Network, intelligent insights add-on","10,000",Document,347,USD,Month,11,50
8011047,"SAP Business Network, intelligent insights add-on","10,000",Document,190,USD,Month,51,200
8011047,"SAP Business Network, intelligent insights add-on","10,000",Document,124,USD,Month,201,400
8011047,"SAP Business Network, intelligent insights add-on","10,000",Document,62,USD,Month,401,1000
8011047,"SAP Business Network, intelligent insights add-on","10,000",Document,46,USD,Month,1001,4000
8011047,"SAP Business Network, intelligent insights add-on","10,000",Document,35,USD,Month,4001,Infinite
8011539,SAP Variant Configuration and Pricing,1,Tenant,"9,008.00",USD,Month,1,Infinite
8011540,"SAP Variant Configuration and Pricing, test tenant",1,Tenant,"3,017.00",USD,Month,1,Infinite
8013371,"SAP Integrated Business Planning, additional environment",1,Entitlements Package,"76,588.00",USD,Month,1,Infinite
8013696,SAP E-Mobility,1,Object,12,USD,Month,1,1000
8013696,SAP E-Mobility,1,Object,7.76,USD,Month,1001,10000
8013696,SAP E-Mobility,1,Object,3.33,USD,Month,10001,Infinite
8013721,SAP Digital Manufacturing Cloud for edge,1,Object,"1,379.00",USD,Month,1,Infinite
8013728,"SAP Product and Process Governance by BDF for SAP S/4HANA Cloud, private edition",1,Active User,347,USD,Month,1,50
8013728,"SAP Product and Process Governance by BDF for SAP S/4HANA Cloud, private edition",1,Active User,236,USD,Month,51,250
8013728,"SAP Product and Process Governance by BDF for SAP S/4HANA Cloud, private edition",1,Active User,194,USD,Month,251,1000
8013728,"SAP Product and Process Governance by BDF for SAP S/4HANA Cloud, private edition",1,Active User,153,USD,Month,1001,Infinite
8013775,"SAP Product and Process Governance by BDF, private cloud edition",1,Active User,347,USD,Month,1,50
8013775,"SAP Product and Process Governance by BDF, private cloud edition",1,Active User,236,USD,Month,51,250
8013775,"SAP Product and Process Governance by BDF, private cloud edition",1,Active User,194,USD,Month,251,1000
8013775,"SAP Product and Process Governance by BDF, private cloud edition",1,Active User,153,USD,Month,1001,Infinite
8013792,"SAP Manufacturing Execution Cloud, private edition",1,Resource,370,USD,Month,1,300
8013792,"SAP Manufacturing Execution Cloud, private edition",1,Resource,252,USD,Month,301,1000
8013792,"SAP Manufacturing Execution Cloud, private edition",1,Resource,121,USD,Month,1001,3000
8013792,"SAP Manufacturing Execution Cloud, private edition",1,Resource,84,USD,Month,3001,6000
8013792,"SAP Manufacturing Execution Cloud, private edition",1,Resource,49,USD,Month,6001,Infinite
8014845,"SAP Business Network Asset Collaboration, premium membership, supplemental object add-on",100,Object,14,USD,Month,1,1000
8014845,"SAP Business Network Asset Collaboration, premium membership, supplemental object add-on",100,Object,7.86,USD,Month,1001,2000
8014845,"SAP Business Network Asset Collaboration, premium membership, supplemental object add-on",100,Object,6.29,USD,Month,2001,4000
8014845,"SAP Business Network Asset Collaboration, premium membership, supplemental object add-on",100,Object,4.99,USD,Month,4001,8000
8014845,"SAP Business Network Asset Collaboration, premium membership, supplemental object add-on",100,Object,3.7,USD,Month,8001,16000
8014845,"SAP Business Network Asset Collaboration, premium membership, supplemental object add-on",100,Object,2.32,USD,Month,16001,150000
8014921,"SAP Business Network Asset Collaboration, premium membership",1,Entitlements Package,"10,834.00",USD,Month,1,Infinite
8014931,"SAP Business Network Asset Collaboration, premium membership, supplemental maintenance management documents add-on",500,Document,94,USD,Year,1,1000
8014931,"SAP Business Network Asset Collaboration, premium membership, supplemental maintenance management documents add-on",500,Document,67,USD,Year,1001,2000
8014931,"SAP Business Network Asset Collaboration, premium membership, supplemental maintenance management documents add-on",500,Document,53,USD,Year,2001,4000
8014931,"SAP Business Network Asset Collaboration, premium membership, supplemental maintenance management documents add-on",500,Document,49,USD,Year,4001,8000
8014931,"SAP Business Network Asset Collaboration, premium membership, supplemental maintenance management documents add-on",500,Document,45,USD,Year,8001,16000
8014931,"SAP Business Network Asset Collaboration, premium membership, supplemental maintenance management documents add-on",500,Document,31,USD,Year,16001,Infinite
8015354,SAP Crowd Service,"10,000",Transaction,"3,880.00",USD,Month,1,5
8015354,SAP Crowd Service,"10,000",Transaction,"3,326.00",USD,Month,6,10
8015354,SAP Crowd Service,"10,000",Transaction,"2,403.00",USD,Month,11,50
8015354,SAP Crowd Service,"10,000",Transaction,"1,848.00",USD,Month,51,70
8015354,SAP Crowd Service,"10,000",Transaction,"1,663.00",USD,Month,71,100
8015354,SAP Crowd Service,"10,000",Transaction,"1,386.00",USD,Month,101,Infinite
8015485,"SAP Field Service Management, supplemental services",1,Resource,50,USD,Month,1,150
8015485,"SAP Field Service Management, supplemental services",1,Resource,35,USD,Month,151,250
8015485,"SAP Field Service Management, supplemental services",1,Resource,24,USD,Month,251,500
8015485,"SAP Field Service Management, supplemental services",1,Resource,18,USD,Month,501,1500
8015485,"SAP Field Service Management, supplemental services",1,Resource,14,USD,Month,1501,3000
8015485,"SAP Field Service Management, supplemental services",1,Resource,11,USD,Month,3001,Infinite
8015529,SAP Field Service Management,1,Resource,80,USD,Month,1,25
8015529,SAP Field Service Management,1,Resource,75,USD,Month,26,150
8015529,SAP Field Service Management,1,Resource,73,USD,Month,151,250
8015529,SAP Field Service Management,1,Resource,68,USD,Month,251,500
8015529,SAP Field Service Management,1,Resource,64,USD,Month,501,1500
8015529,SAP Field Service Management,1,Resource,54,USD,Month,1501,3000
8015529,SAP Field Service Management,1,Resource,45,USD,Month,3001,Infinite
8015530,"SAP Field Service Management, connector for SAP ERP",1,Flat Fee,"3,349.00",USD,Month,1,Infinite
8015803,SAP Integrated Business Planning for demand,"38,80,45,000",Cost of Goods,"10,285.00",USD,Month,1,2
8015803,SAP Integrated Business Planning for demand,"38,80,45,000",Cost of Goods,"6,236.00",USD,Month,3,4
8015803,SAP Integrated Business Planning for demand,"38,80,45,000",Cost of Goods,"5,501.00",USD,Month,5,8
8015803,SAP Integrated Business Planning for demand,"38,80,45,000",Cost of Goods,"4,169.00",USD,Month,9,20
8015803,SAP Integrated Business Planning for demand,"38,80,45,000",Cost of Goods,"3,398.00",USD,Month,21,40
8015803,SAP Integrated Business Planning for demand,"38,80,45,000",Cost of Goods,"1,330.00",USD,Month,41,Infinite
8015804,SAP Supply Chain Control Tower,"38,80,45,000",Cost of Goods,"10,285.00",USD,Month,1,2
8015804,SAP Supply Chain Control Tower,"38,80,45,000",Cost of Goods,"6,236.00",USD,Month,3,4
8015804,SAP Supply Chain Control Tower,"38,80,45,000",Cost of Goods,"5,501.00",USD,Month,5,8
8015804,SAP Supply Chain Control Tower,"38,80,45,000",Cost of Goods,"4,169.00",USD,Month,9,20
8015804,SAP Supply Chain Control Tower,"38,80,45,000",Cost of Goods,"3,398.00",USD,Month,21,40
8015804,SAP Supply Chain Control Tower,"38,80,45,000",Cost of Goods,"1,330.00",USD,Month,41,Infinite
8015843,SAP Integrated Business Planning for inventory,"38,80,45,000",Cost of Goods,"10,285.00",USD,Month,1,2
8015843,SAP Integrated Business Planning for inventory,"38,80,45,000",Cost of Goods,"6,236.00",USD,Month,3,4
8015843,SAP Integrated Business Planning for inventory,"38,80,45,000",Cost of Goods,"5,501.00",USD,Month,5,8
8015843,SAP Integrated Business Planning for inventory,"38,80,45,000",Cost of Goods,"4,169.00",USD,Month,9,20
8015843,SAP Integrated Business Planning for inventory,"38,80,45,000",Cost of Goods,"3,398.00",USD,Month,21,40
8015843,SAP Integrated Business Planning for inventory,"38,80,45,000",Cost of Goods,"1,330.00",USD,Month,41,Infinite
8015873,SAP Integrated Business Planning for sales & operations,"38,80,45,000",Cost of Goods,"10,285.00",USD,Month,1,2
8015873,SAP Integrated Business Planning for sales & operations,"38,80,45,000",Cost of Goods,"6,236.00",USD,Month,3,4
8015873,SAP Integrated Business Planning for sales & operations,"38,80,45,000",Cost of Goods,"5,501.00",USD,Month,5,8
8015873,SAP Integrated Business Planning for sales & operations,"38,80,45,000",Cost of Goods,"4,169.00",USD,Month,9,20
8015873,SAP Integrated Business Planning for sales & operations,"38,80,45,000",Cost of Goods,"3,398.00",USD,Month,21,40
8015873,SAP Integrated Business Planning for sales & operations,"38,80,45,000",Cost of Goods,"1,330.00",USD,Month,41,Infinite
8015921,SAP Integrated Business Planning for demand-driven replenishment,"38,80,45,000",Cost of Goods,"9,258.00",USD,Month,1,2
8015921,SAP Integrated Business Planning for demand-driven replenishment,"38,80,45,000",Cost of Goods,"6,236.00",USD,Month,3,4
8015921,SAP Integrated Business Planning for demand-driven replenishment,"38,80,45,000",Cost of Goods,"5,501.00",USD,Month,5,8
8015921,SAP Integrated Business Planning for demand-driven replenishment,"38,80,45,000",Cost of Goods,"4,169.00",USD,Month,9,20
8015921,SAP Integrated Business Planning for demand-driven replenishment,"38,80,45,000",Cost of Goods,"3,398.00",USD,Month,21,40
8015921,SAP Integrated Business Planning for demand-driven replenishment,"38,80,45,000",Cost of Goods,"1,330.00",USD,Month,41,Infinite
8015923,SAP Integrated Business Planning for response and supply,"38,80,45,000",Cost of Goods,"10,285.00",USD,Month,1,2
8015923,SAP Integrated Business Planning for response and supply,"38,80,45,000",Cost of Goods,"6,236.00",USD,Month,3,4
8015923,SAP Integrated Business Planning for response and supply,"38,80,45,000",Cost of Goods,"5,501.00",USD,Month,5,8
8015923,SAP Integrated Business Planning for response and supply,"38,80,45,000",Cost of Goods,"4,169.00",USD,Month,9,20
8015923,SAP Integrated Business Planning for response and supply,"38,80,45,000",Cost of Goods,"3,398.00",USD,Month,21,40
8015923,SAP Integrated Business Planning for response and supply,"38,80,45,000",Cost of Goods,"1,330.00",USD,Month,41,Infinite
8017054,SAP Sustainability Footprint Management,"50,000",Record,277,USD,Month,1,10
8017054,SAP Sustainability Footprint Management,"50,000",Record,139,USD,Month,11,100
8017054,SAP Sustainability Footprint Management,"50,000",Record,75,USD,Month,101,500
8017054,SAP Sustainability Footprint Management,"50,000",Record,37,USD,Month,501,2000
8017054,SAP Sustainability Footprint Management,"50,000",Record,26,USD,Month,2001,Infinite
8017113,"SAP Sustainability Data Exchange, base membership",1,Record,0.16,USD,Month,1,5000
8017113,"SAP Sustainability Data Exchange, base membership",1,Record,0.11,USD,Month,5001,50000
8017113,"SAP Sustainability Data Exchange, base membership",1,Record,0.08,USD,Month,50001,100000
8017113,"SAP Sustainability Data Exchange, base membership",1,Record,0.07,USD,Month,100001,Infinite
8017193,SAP Digital Manufacturing Cloud for execution,"11,08,70,000",Cost of Goods,"10,626.00",USD,Month,1,3
8017193,SAP Digital Manufacturing Cloud for execution,"11,08,70,000",Cost of Goods,"6,929.00",USD,Month,4,9
8017193,SAP Digital Manufacturing Cloud for execution,"11,08,70,000",Cost of Goods,"3,696.00",USD,Month,10,21
8017193,SAP Digital Manufacturing Cloud for execution,"11,08,70,000",Cost of Goods,"2,957.00",USD,Month,22,41
8017193,SAP Digital Manufacturing Cloud for execution,"11,08,70,000",Cost of Goods,"2,311.00",USD,Month,42,101
8017193,SAP Digital Manufacturing Cloud for execution,"11,08,70,000",Cost of Goods,"1,386.00",USD,Month,102,Infinite
8017574,SAP Product Lifecycle Management,1,Capacity Unit,1.11,USD,Month,1,Infinite
8018011,"SAP Field Service Management, SME option",1,Resource,102,USD,Month,1,100
8018011,"SAP Field Service Management, SME option",1,Resource,96,USD,Month,101,150
8018011,"SAP Field Service Management, SME option",1,Resource,94,USD,Month,151,250
8018011,"SAP Field Service Management, SME option",1,Resource,91,USD,Month,251,500
8018011,"SAP Field Service Management, SME option",1,Resource,88,USD,Month,501,1500
8018011,"SAP Field Service Management, SME option",1,Resource,80,USD,Month,1501,3000
8018011,"SAP Field Service Management, SME option",1,Resource,55,USD,Month,3001,Infinite
8018119,SAP Dynamic Forms,"1,000",Document,31,USD,Month,1,50
8018119,SAP Dynamic Forms,"1,000",Document,26,USD,Month,51,150
8018119,SAP Dynamic Forms,"1,000",Document,24,USD,Month,151,Infinite
8018282,SAP Mobile Execution and Dynamic Forms,1,Full Use Equivalent,137,USD,Month,1,150
8018282,SAP Mobile Execution and Dynamic Forms,1,Full Use Equivalent,90,USD,Month,151,250
8018282,SAP Mobile Execution and Dynamic Forms,1,Full Use Equivalent,78,USD,Month,251,500
8018282,SAP Mobile Execution and Dynamic Forms,1,Full Use Equivalent,62,USD,Month,501,1500
8018282,SAP Mobile Execution and Dynamic Forms,1,Full Use Equivalent,42,USD,Month,1501,3000
8018282,SAP Mobile Execution and Dynamic Forms,1,Full Use Equivalent,28,USD,Month,3001,Infinite
8018605,SAP Green Token,"1,000",Record,851,USD,Month,1,9
8018605,SAP Green Token,"1,000",Record,632,USD,Month,10,14
8018605,SAP Green Token,"1,000",Record,536,USD,Month,15,29
8018605,SAP Green Token,"1,000",Record,414,USD,Month,30,64
8018605,SAP Green Token,"1,000",Record,220,USD,Month,65,99
8018605,SAP Green Token,"1,000",Record,159,USD,Month,100,199
8018605,SAP Green Token,"1,000",Record,109,USD,Month,200,399
8018605,SAP Green Token,"1,000",Record,73,USD,Month,400,699
8018605,SAP Green Token,"1,000",Record,54,USD,Month,700,999
8018605,SAP Green Token,"1,000",Record,43,USD,Month,1000,1499
8018605,SAP Green Token,"1,000",Record,34,USD,Month,1500,1999
8018605,SAP Green Token,"1,000",Record,28,USD,Month,2000,Infinite
8018803,"SAP Asset Performance Management, additional productive tenant",1,Tenant,"1,197.00",USD,Month,1,Infinite
8018872,"RISE with SAP, sustainability essentials package",1,Entitlements Package,"2,772.00",USD,Month,1,Infinite
8018903,"SAP Asset Performance Management, additional non-productive tenant",1,Tenant,"1,197.00",USD,Month,1,Infinite
8018912,SAP Asset Performance Management,100,Object,69,USD,Month,1,149
8018912,SAP Asset Performance Management,100,Object,63,USD,Month,150,199
8018912,SAP Asset Performance Management,100,Object,55,USD,Month,200,249
8018912,SAP Asset Performance Management,100,Object,50,USD,Month,250,299
8018912,SAP Asset Performance Management,100,Object,47,USD,Month,300,499
8018912,SAP Asset Performance Management,100,Object,39,USD,Month,500,749
8018912,SAP Asset Performance Management,100,Object,33,USD,Month,750,1499
8018912,SAP Asset Performance Management,100,Object,26,USD,Month,1500,2499
8018912,SAP Asset Performance Management,100,Object,21,USD,Month,2500,3999
8018912,SAP Asset Performance Management,100,Object,18,USD,Month,4000,5999
8018912,SAP Asset Performance Management,100,Object,12,USD,Month,6000,9999
8018912,SAP Asset Performance Management,100,Object,11,USD,Month,10000,14999
8018912,SAP Asset Performance Management,100,Object,8.87,USD,Month,15000,19999
8018912,SAP Asset Performance Management,100,Object,7.76,USD,Month,20000,49999
8018912,SAP Asset Performance Management,100,Object,5.54,USD,Month,50000,Infinite
8018941,"SAP Asset Performance Management, advanced capabilities add on",1,Capacity Unit,1.11,USD,Month,1,Infinite
***,Cloud - Human Capital Management (HCM),,,,,,,
8005140,SAP SuccessFactors Employee Central Service Center,1,User,3.88,USD,Month,1,2000
8005140,SAP SuccessFactors Employee Central Service Center,1,User,1.87,USD,Month,2001,5000
8005140,SAP SuccessFactors Employee Central Service Center,1,User,0.88,USD,Month,5001,10000
8005140,SAP SuccessFactors Employee Central Service Center,1,User,0.73,USD,Month,10001,15000
8005140,SAP SuccessFactors Employee Central Service Center,1,User,0.59,USD,Month,15001,25000
8005140,SAP SuccessFactors Employee Central Service Center,1,User,0.48,USD,Month,25001,50000
8005140,SAP SuccessFactors Employee Central Service Center,1,User,0.45,USD,Month,50001,75000
8005140,SAP SuccessFactors Employee Central Service Center,1,User,0.41,USD,Month,75001,100000
8005140,SAP SuccessFactors Employee Central Service Center,1,User,0.37,USD,Month,100001,200000
8005140,SAP SuccessFactors Employee Central Service Center,1,User,0.33,USD,Month,200001,Infinite
8005447,"SAP SuccessFactors HCM Suite, additional test tenant in preview environment",1,Tenant,833,USD,Month,1,Infinite
8005448,"SAP SuccessFactors HCM Suite, additional test tenant in production environment",1,Tenant,833,USD,Month,1,Infinite
8005988,"SAP SuccessFactors Learning, content storage add-on (25GB)",25,Gigabyte,28,USD,Month,1,Infinite
8007704,SAP SuccessFactors Document Management Core by OpenText,100,User,462,USD,Month,1,20
8007704,SAP SuccessFactors Document Management Core by OpenText,100,User,443,USD,Month,21,50
8007704,SAP SuccessFactors Document Management Core by OpenText,100,User,435,USD,Month,51,100
8007704,SAP SuccessFactors Document Management Core by OpenText,100,User,407,USD,Month,101,150
8007704,SAP SuccessFactors Document Management Core by OpenText,100,User,314,USD,Month,151,250
8007704,SAP SuccessFactors Document Management Core by OpenText,100,User,231,USD,Month,251,500
8007704,SAP SuccessFactors Document Management Core by OpenText,100,User,175,USD,Month,501,750
8007704,SAP SuccessFactors Document Management Core by OpenText,100,User,139,USD,Month,751,1000
8007704,SAP SuccessFactors Document Management Core by OpenText,100,User,120,USD,Month,1001,Infinite
8008014,"SAP U.S. Benefits Administration by Benefitfocus, full benefits option",1,User,9.5,USD,Month,1,2000
8008014,"SAP U.S. Benefits Administration by Benefitfocus, full benefits option",1,User,9,USD,Month,2001,5000
8008014,"SAP U.S. Benefits Administration by Benefitfocus, full benefits option",1,User,8.25,USD,Month,5001,10000
8008014,"SAP U.S. Benefits Administration by Benefitfocus, full benefits option",1,User,7.25,USD,Month,10001,15000
8008014,"SAP U.S. Benefits Administration by Benefitfocus, full benefits option",1,User,6.5,USD,Month,15001,25000
8008014,"SAP U.S. Benefits Administration by Benefitfocus, full benefits option",1,User,6,USD,Month,25001,50000
8008014,"SAP U.S. Benefits Administration by Benefitfocus, full benefits option",1,User,5,USD,Month,50001,75000
8008014,"SAP U.S. Benefits Administration by Benefitfocus, full benefits option",1,User,4,USD,Month,75001,100000
8008014,"SAP U.S. Benefits Administration by Benefitfocus, full benefits option",1,User,3.25,USD,Month,100001,Infinite
8008016,"SAP U.S. Benefits Administration by Benefitfocus, interface add-on",1,Connection,"1,700.00",USD,Month,1,Infinite
8008384,SAP Time and Attendance Management by WorkForce Software,1,User,7.08,USD,Month,1,2000
8008384,SAP Time and Attendance Management by WorkForce Software,1,User,6.75,USD,Month,2001,5000
8008384,SAP Time and Attendance Management by WorkForce Software,1,User,6.44,USD,Month,5001,10000
8008384,SAP Time and Attendance Management by WorkForce Software,1,User,6.16,USD,Month,10001,15000
8008384,SAP Time and Attendance Management by WorkForce Software,1,User,5.9,USD,Month,15001,25000
8008384,SAP Time and Attendance Management by WorkForce Software,1,User,5.67,USD,Month,25001,50000
8008384,SAP Time and Attendance Management by WorkForce Software,1,User,3.99,USD,Month,50001,75000
8008384,SAP Time and Attendance Management by WorkForce Software,1,User,3.82,USD,Month,75001,100000
8008384,SAP Time and Attendance Management by WorkForce Software,1,User,3.67,USD,Month,100001,Infinite
8008385,SAP Workforce Forecasting and Scheduling by WorkForce Software,1,User,5,USD,Month,1,2000
8008385,SAP Workforce Forecasting and Scheduling by WorkForce Software,1,User,4.76,USD,Month,2001,5000
8008385,SAP Workforce Forecasting and Scheduling by WorkForce Software,1,User,4.55,USD,Month,5001,10000
8008385,SAP Workforce Forecasting and Scheduling by WorkForce Software,1,User,4.35,USD,Month,10001,15000
8008385,SAP Workforce Forecasting and Scheduling by WorkForce Software,1,User,4.17,USD,Month,15001,25000
8008385,SAP Workforce Forecasting and Scheduling by WorkForce Software,1,User,4,USD,Month,25001,50000
8008385,SAP Workforce Forecasting and Scheduling by WorkForce Software,1,User,2.78,USD,Month,50001,75000
8008385,SAP Workforce Forecasting and Scheduling by WorkForce Software,1,User,2.56,USD,Month,75001,100000
8008385,SAP Workforce Forecasting and Scheduling by WorkForce Software,1,User,2.47,USD,Month,100001,Infinite
8008386,"SAP Time & Attendance by Workforce Forecasting and Scheduling by WorkForce Software,  Adnl Instance",1,Tenant,"10,000.00",USD,Month,1,Infinite
8008387,SAP Absence and Leave Management by WorkForce Software,1,User,2.5,USD,Month,1,2000
8008387,SAP Absence and Leave Management by WorkForce Software,1,User,2.38,USD,Month,2001,5000
8008387,SAP Absence and Leave Management by WorkForce Software,1,User,2.27,USD,Month,5001,10000
8008387,SAP Absence and Leave Management by WorkForce Software,1,User,2.17,USD,Month,10001,15000
8008387,SAP Absence and Leave Management by WorkForce Software,1,User,2.08,USD,Month,15001,25000
8008387,SAP Absence and Leave Management by WorkForce Software,1,User,2,USD,Month,25001,50000
8008387,SAP Absence and Leave Management by WorkForce Software,1,User,1.81,USD,Month,50001,75000
8008387,SAP Absence and Leave Management by WorkForce Software,1,User,1.74,USD,Month,75001,100000
8008387,SAP Absence and Leave Management by WorkForce Software,1,User,1.67,USD,Month,100001,Infinite
8008428,SAP SuccessFactors Work Zone,1,User,6.01,USD,Month,1,2000
8008428,SAP SuccessFactors Work Zone,1,User,5.08,USD,Month,2001,5000
8008428,SAP SuccessFactors Work Zone,1,User,4.62,USD,Month,5001,10000
8008428,SAP SuccessFactors Work Zone,1,User,4.16,USD,Month,10001,15000
8008428,SAP SuccessFactors Work Zone,1,User,3.69,USD,Month,15001,25000
8008428,SAP SuccessFactors Work Zone,1,User,2.69,USD,Month,25001,50000
8008428,SAP SuccessFactors Work Zone,1,User,2.02,USD,Month,50001,75000
8008428,SAP SuccessFactors Work Zone,1,User,1.88,USD,Month,75001,100000
8008428,SAP SuccessFactors Work Zone,1,User,1.61,USD,Month,100001,200000
8008428,SAP SuccessFactors Work Zone,1,User,1.44,USD,Month,200001,Infinite
8008642,SAP SuccessFactors Employee Central Payroll,1,User,8.47,USD,Month,1,2000
8008642,SAP SuccessFactors Employee Central Payroll,1,User,6.47,USD,Month,2001,5000
8008642,SAP SuccessFactors Employee Central Payroll,1,User,3.76,USD,Month,5001,10000
8008642,SAP SuccessFactors Employee Central Payroll,1,User,2.41,USD,Month,10001,15000
8008642,SAP SuccessFactors Employee Central Payroll,1,User,1.73,USD,Month,15001,25000
8008642,SAP SuccessFactors Employee Central Payroll,1,User,1.21,USD,Month,25001,50000
8008642,SAP SuccessFactors Employee Central Payroll,1,User,0.99,USD,Month,50001,75000
8008642,SAP SuccessFactors Employee Central Payroll,1,User,0.93,USD,Month,75001,100000
8008642,SAP SuccessFactors Employee Central Payroll,1,User,0.71,USD,Month,100001,200000
8008642,SAP SuccessFactors Employee Central Payroll,1,User,0.55,USD,Month,200001,Infinite
8008645,"SAP SuccessFactors Employee Central Payroll, additional nonproductive tenant",1,User,2.59,USD,Month,1,2000
8008645,"SAP SuccessFactors Employee Central Payroll, additional nonproductive tenant",1,User,1.73,USD,Month,2001,5000
8008645,"SAP SuccessFactors Employee Central Payroll, additional nonproductive tenant",1,User,1.05,USD,Month,5001,10000
8008645,"SAP SuccessFactors Employee Central Payroll, additional nonproductive tenant",1,User,0.69,USD,Month,10001,15000
8008645,"SAP SuccessFactors Employee Central Payroll, additional nonproductive tenant",1,User,0.53,USD,Month,15001,25000
8008645,"SAP SuccessFactors Employee Central Payroll, additional nonproductive tenant",1,User,0.34,USD,Month,25001,50000
8008645,"SAP SuccessFactors Employee Central Payroll, additional nonproductive tenant",1,User,0.28,USD,Month,50001,75000
8008645,"SAP SuccessFactors Employee Central Payroll, additional nonproductive tenant",1,User,0.26,USD,Month,75001,100000
8008645,"SAP SuccessFactors Employee Central Payroll, additional nonproductive tenant",1,User,0.21,USD,Month,100001,200000
8008645,"SAP SuccessFactors Employee Central Payroll, additional nonproductive tenant",1,User,0.16,USD,Month,200001,Infinite
8008646,SAP Integration Suite for SAP SuccessFactors solutions,1,Entitlements Package,"4,324.00",USD,Month,1,Infinite
8008975,SAP SuccessFactors Time Tracking,1,User,2.57,USD,Month,1,2000
8008975,SAP SuccessFactors Time Tracking,1,User,2.36,USD,Month,2001,5000
8008975,SAP SuccessFactors Time Tracking,1,User,2.17,USD,Month,5001,10000
8008975,SAP SuccessFactors Time Tracking,1,User,2.09,USD,Month,10001,15000
8008975,SAP SuccessFactors Time Tracking,1,User,1.59,USD,Month,15001,25000
8008975,SAP SuccessFactors Time Tracking,1,User,1.45,USD,Month,25001,50000
8008975,SAP SuccessFactors Time Tracking,1,User,1.21,USD,Month,50001,75000
8008975,SAP SuccessFactors Time Tracking,1,User,1.16,USD,Month,75001,100000
8008975,SAP SuccessFactors Time Tracking,1,User,1.1,USD,Month,100001,200000
8008975,SAP SuccessFactors Time Tracking,1,User,0.99,USD,Month,200001,Infinite
8009345,"SAP SuccessFactors HCM Suite, attachment storage add-on 500GB",500,Gigabyte,550,USD,Month,1,Infinite
8011080,SAP SuccessFactors Agent Connection,1,User,8.76,USD,Month,1,2000
8011080,SAP SuccessFactors Agent Connection,1,User,3.34,USD,Month,2001,5000
8011080,SAP SuccessFactors Agent Connection,1,User,2.62,USD,Month,5001,10000
8011080,SAP SuccessFactors Agent Connection,1,User,1.81,USD,Month,10001,15000
8011080,SAP SuccessFactors Agent Connection,1,User,1.29,USD,Month,15001,25000
8011080,SAP SuccessFactors Agent Connection,1,User,1.03,USD,Month,25001,50000
8011080,SAP SuccessFactors Agent Connection,1,User,0.83,USD,Month,50001,75000
8011080,SAP SuccessFactors Agent Connection,1,User,0.78,USD,Month,75001,100000
8011080,SAP SuccessFactors Agent Connection,1,User,0.52,USD,Month,100001,Infinite
8011503,SAP U.S. Payroll Tax Calculation by BSI,1,User,4,USD,Month,1,2000
8011503,SAP U.S. Payroll Tax Calculation by BSI,1,User,2.5,USD,Month,2001,5000
8011503,SAP U.S. Payroll Tax Calculation by BSI,1,User,1.15,USD,Month,5001,10000
8011503,SAP U.S. Payroll Tax Calculation by BSI,1,User,1,USD,Month,10001,15000
8011503,SAP U.S. Payroll Tax Calculation by BSI,1,User,0.7,USD,Month,15001,25000
8011503,SAP U.S. Payroll Tax Calculation by BSI,1,User,0.65,USD,Month,25001,50000
8011503,SAP U.S. Payroll Tax Calculation by BSI,1,User,0.5,USD,Month,50001,75000
8011503,SAP U.S. Payroll Tax Calculation by BSI,1,User,0.38,USD,Month,75001,100000
8011503,SAP U.S. Payroll Tax Calculation by BSI,1,User,0.33,USD,Month,100001,200000
8011503,SAP U.S. Payroll Tax Calculation by BSI,1,User,0.32,USD,Month,200001,Infinite
8011504,"SAP U.S. Payroll Tax Calculation by BSI, private cloud edition",1,User,1.92,USD,Month,1,2000
8011504,"SAP U.S. Payroll Tax Calculation by BSI, private cloud edition",1,User,1.18,USD,Month,2001,5000
8011504,"SAP U.S. Payroll Tax Calculation by BSI, private cloud edition",1,User,0.55,USD,Month,5001,10000
8011504,"SAP U.S. Payroll Tax Calculation by BSI, private cloud edition",1,User,0.46,USD,Month,10001,15000
8011504,"SAP U.S. Payroll Tax Calculation by BSI, private cloud edition",1,User,0.34,USD,Month,15001,25000
8011504,"SAP U.S. Payroll Tax Calculation by BSI, private cloud edition",1,User,0.3,USD,Month,25001,50000
8011504,"SAP U.S. Payroll Tax Calculation by BSI, private cloud edition",1,User,0.24,USD,Month,50001,75000
8011504,"SAP U.S. Payroll Tax Calculation by BSI, private cloud edition",1,User,0.18,USD,Month,75001,100000
8011504,"SAP U.S. Payroll Tax Calculation by BSI, private cloud edition",1,User,0.16,USD,Month,100001,200000
8011504,"SAP U.S. Payroll Tax Calculation by BSI, private cloud edition",1,User,0.15,USD,Month,200001,Infinite
8011514,SAP SuccessFactors Opportunity Marketplace,1,User,1.86,USD,Month,1,2000
8011514,SAP SuccessFactors Opportunity Marketplace,1,User,1.36,USD,Month,2001,5000
8011514,SAP SuccessFactors Opportunity Marketplace,1,User,1.25,USD,Month,5001,10000
8011514,SAP SuccessFactors Opportunity Marketplace,1,User,1.13,USD,Month,10001,15000
